global_sample_index,num_false_negatives,num_false_positives,error_count,true_labels,predicted_labels,false_negative_labels,false_positive_labels,false_negative_probs,false_positive_probs
351505,1,5,6,Alkane | Arene | Ester | Ether,Alkane | Amide | Arene | Ether | Haloalkane | Imide | Sulfide | Thioamide,Ester,Amide | Haloalkane | Imide | Sulfide | Thioamide,Ester=0.0475,Amide=0.9705 | Haloalkane=0.4707 | Imide=0.9824 | Sulfide=0.6176 | Thioamide=0.9624
351542,3,3,6,Alkane | Alkene | Amide | Arene | Ether,Alkane | Alkene | Amine | Enamine | Ketone,Amide | Arene | Ether,Amine | Enamine | Ketone,Amide=0.1373 | Arene=0.0563 | Ether=0.3321,Amine=0.9097 | Enamine=0.9863 | Ketone=0.7401
352160,3,3,6,Aldehyde | Amide | Amine | Arene | Hydrazone,Alkane | Amide | Arene | Ether | Haloalkane,Aldehyde | Amine | Hydrazone,Alkane | Ether | Haloalkane,Aldehyde=0.0000 | Amine=0.0120 | Hydrazone=0.0028,Alkane=0.3791 | Ether=0.3980 | Haloalkane=0.5954
354317,4,2,6,Alkane | Ester | Ether | Isothiocyanate | Sulfide,Alkane | Amide | Haloalkane,Ester | Ether | Isothiocyanate | Sulfide,Amide | Haloalkane,Ester=0.0439 | Ether=0.2583 | Isothiocyanate=0.0107 | Sulfide=0.2503,Amide=0.6116 | Haloalkane=0.8345
356825,4,2,6,Alkane | Alkene | Amide | Amine | Arene | Hydrazine | Ketone | Sulfide,Alkane | Amide | Arene | Ester | Ether | Sulfide,Alkene | Amine | Hydrazine | Ketone,Ester | Ether,Alkene=0.0156 | Amine=0.4784 | Hydrazine=0.0000 | Ketone=0.0639,Ester=0.7425 | Ether=0.6771
361799,3,3,6,Alkane | Alkene | Amine | Arene | Enamine | Sulfide | Sulfoxide,Alkane | Amine | Arene | Ether | Haloalkane | Ketone | Sulfide,Alkene | Enamine | Sulfoxide,Ether | Haloalkane | Ketone,Alkene=0.0542 | Enamine=0.7439 | Sulfoxide=0.6719,Ether=0.7490 | Haloalkane=0.7172 | Ketone=0.8320
365937,2,4,6,Alkane | Arene | Ether | Ketone,Alkane | Amide | Amine | Arene | Haloalkane | Sulfide,Ether | Ketone,Amide | Amine | Haloalkane | Sulfide,Ether=0.3300 | Ketone=0.2210,Amide=0.8623 | Amine=0.5191 | Haloalkane=0.4262 | Sulfide=0.8017
367547,3,3,6,Alkane | Amide | Amine | Arene | Haloalkane | Thioamide,Alkane | Arene | Carbamate | Ester | Ether | Haloalkane,Amide | Amine | Thioamide,Carbamate | Ester | Ether,Amide=0.0002 | Amine=0.0779 | Thioamide=0.0372,Carbamate=0.9750 | Ester=0.6025 | Ether=0.9666
367993,4,2,6,Alcohol | Alkane | Alkene | Amide | Arene | Enol | Ketone,Alcohol | Amide | Arene | Haloalkane | Phenol,Alkane | Alkene | Enol | Ketone,Haloalkane | Phenol,Alkane=0.0908 | Alkene=0.1383 | Enol=0.0026 | Ketone=0.4340,Haloalkane=0.7466 | Phenol=0.9850
368326,3,3,6,Alkane | Arene | Ester | Ether | Nitrile,Alkane | Alkene | Arene | Haloalkane | Sulfide,Ester | Ether | Nitrile,Alkene | Haloalkane | Sulfide,Ester=0.0206 | Ether=0.2017 | Nitrile=0.0196,Alkene=0.8183 | Haloalkane=0.6890 | Sulfide=0.6944
372526,2,4,6,Alkane | Amine | Nitrile,Alkane | Amide | Ester | Ether | Haloalkane,Amine | Nitrile,Amide | Ester | Ether | Haloalkane,Amine=0.2216 | Nitrile=0.8121,Amide=0.5896 | Ester=0.6689 | Ether=0.3949 | Haloalkane=0.7751
375101,3,3,6,Alcohol | Alkane | Amide | Arene | Carboxylic acid | Ether | Imide | Sulfide,Alcohol | Alkane | Amine | Arene | Carboxylic acid | Ether | Haloalkane | Ketone,Amide | Imide | Sulfide,Amine | Haloalkane | Ketone,Amide=0.1879 | Imide=0.0000 | Sulfide=0.3724,Amine=0.6497 | Haloalkane=0.4632 | Ketone=0.8036
378824,3,3,6,Alcohol | Alkane | Alkene | Amide | Enol | Ester | Ether | Ketone,Alcohol | Alkane | Alkene | Arene | Enol | Haloalkane | Ketone | Sulfide,Amide | Ester | Ether,Arene | Haloalkane | Sulfide,Amide=0.1922 | Ester=0.2850 | Ether=0.3568,Arene=0.7406 | Haloalkane=0.4116 | Sulfide=0.5049
378936,5,1,6,Alcohol | Aldehyde | Alkane | Alkene | Amide | Carboxylic acid | Enamine | Sulfide,Alkane | Alkene | Amide | Amine,Alcohol | Aldehyde | Carboxylic acid | Enamine | Sulfide,Amine,Alcohol=0.2409 | Aldehyde=0.0000 | Carboxylic acid=0.0000 | Enamine=0.1599 | Sulfide=0.0464,Amine=0.9670
380215,2,4,6,Alkane | Alkene | Amine | Arene | Imine | Sulfide,Aldehyde | Alkane | Amine | Arene | Ether | Haloalkane | Imine | Ketone,Alkene | Sulfide,Aldehyde | Ether | Haloalkane | Ketone,Alkene=0.5423 | Sulfide=0.0997,Aldehyde=0.9007 | Ether=0.8211 | Haloalkane=0.4613 | Ketone=0.7675
382215,3,3,6,Alkane | Amide | Amine | Imide | Sulfide,Alkane | Amine | Arene | Carbamate | Ether,Amide | Imide | Sulfide,Arene | Carbamate | Ether,Amide=0.4279 | Imide=0.0007 | Sulfide=0.3398,Arene=0.2915 | Carbamate=0.8826 | Ether=0.7221
388666,1,5,6,Alkane | Amine,Alcohol | Alkane | Ester | Ether | Haloalkane | Sulfide,Amine,Alcohol | Ester | Ether | Haloalkane | Sulfide,Amine=0.0129,Alcohol=0.7417 | Ester=0.7174 | Ether=0.7693 | Haloalkane=0.7155 | Sulfide=0.6867
393435,1,5,6,Alkane | Arene | Ketone,Alkane | Alkene | Amine | Arene | Ester | Ether | Haloalkane,Ketone,Alkene | Amine | Ester | Ether | Haloalkane,Ketone=0.0284,Alkene=0.7440 | Amine=0.6968 | Ester=0.8657 | Ether=0.9829 | Haloalkane=0.4547
396242,4,2,6,Alkane | Amine | Ester | Ether | Hydrazine | Sulfide,Alkane | Amide | Amine | Haloalkane,Ester | Ether | Hydrazine | Sulfide,Amide | Haloalkane,Ester=0.0239 | Ether=0.2187 | Hydrazine=0.8103 | Sulfide=0.4366,Amide=0.6285 | Haloalkane=0.5492
396561,3,3,6,Alkane | Amide | Arene | Ester | Ether | Sulfide,Alkane | Amine | Arene | Ether | Haloalkane | Ketone,Amide | Ester | Sulfide,Amine | Haloalkane | Ketone,Amide=0.4383 | Ester=0.2757 | Sulfide=0.0569,Amine=0.8832 | Haloalkane=0.4654 | Ketone=0.6249
400235,4,2,6,Alcohol | Alkane | Amine | Arene | Ether | Sulfide | Thioamide,Alcohol | Alkane | Arene | Haloalkane | Ketone,Amine | Ether | Sulfide | Thioamide,Haloalkane | Ketone,Amine=0.0035 | Ether=0.0330 | Sulfide=0.4242 | Thioamide=0.0079,Haloalkane=0.6381 | Ketone=0.9621
401282,4,2,6,Alkane | Amide | Carbamate | Ether | Imide,Alkane | Ketone | Sulfide,Amide | Carbamate | Ether | Imide,Ketone | Sulfide,Amide=0.0882 | Carbamate=0.0007 | Ether=0.3152 | Imide=0.0000,Ketone=0.7072 | Sulfide=0.6849
406885,5,1,6,Alcohol | Alkane | Amide | Arene | Carbamate | Ether | Haloalkane | Imide | Phenol | Sulfide,Alcohol | Alkane | Amide | Arene | Ketone | Phenol,Carbamate | Ether | Haloalkane | Imide | Sulfide,Ketone,Carbamate=0.0039 | Ether=0.2089 | Haloalkane=0.1836 | Imide=0.0004 | Sulfide=0.1202,Ketone=0.6375
408121,2,4,6,Alcohol | Alkane | Amide | Arene | Haloalkane | Phenol | Sulfide,Alcohol | Alkane | Alkene | Amide | Arene | Enol | Ether | Haloalkane | Ketone,Phenol | Sulfide,Alkene | Enol | Ether | Ketone,Phenol=0.0104 | Sulfide=0.0678,Alkene=0.7031 | Enol=0.9984 | Ether=0.6861 | Ketone=0.8438
410720,4,2,6,Alkane | Amine | Arene | Ester | Ether | Sulfonamide,Alkane | Arene | Haloalkane | Sulfide,Amine | Ester | Ether | Sulfonamide,Haloalkane | Sulfide,Amine=0.2139 | Ester=0.3660 | Ether=0.3051 | Sulfonamide=0.1654,Haloalkane=0.8975 | Sulfide=0.5869
420822,4,2,6,Alkane | Alkene | Amine | Arene | Carbamate | Enamine | Ether | Ketone,Alkane | Amine | Arene | Ester | Ether | Imine,Alkene | Carbamate | Enamine | Ketone,Ester | Imine,Alkene=0.0873 | Carbamate=0.0025 | Enamine=0.0517 | Ketone=0.5792,Ester=0.9805 | Imine=0.9737
421137,3,3,6,Alkane | Alkene | Amine | Enamine,Alkane | Arene | Ether | Haloalkane,Alkene | Amine | Enamine,Arene | Ether | Haloalkane,Alkene=0.1664 | Amine=0.3055 | Enamine=0.0000,Arene=0.5719 | Ether=0.7500 | Haloalkane=0.7828
421426,1,5,6,Alkane | Alkene | Amine | Arene,Alkane | Alkene | Arene | Ester | Ether | Haloalkane | Sulfone | Sulfoxide,Amine,Ester | Ether | Haloalkane | Sulfone | Sulfoxide,Amine=0.4199,Ester=0.6324 | Ether=0.8119 | Haloalkane=0.4214 | Sulfone=0.8647 | Sulfoxide=0.9746
422354,1,5,6,Alkane | Ketone,Alkane | Amide | Arene | Ether | Haloalkane | Imide,Ketone,Amide | Arene | Ether | Haloalkane | Imide,Ketone=0.3040,Amide=0.9060 | Arene=0.4459 | Ether=0.4438 | Haloalkane=0.5940 | Imide=0.9998
431544,5,1,6,Alkane | Alkene | Amine | Arene | Enamine | Haloalkane | Hydrazine | Ketone | Sulfide | Sulfonamide,Alkane | Amine | Arene | Ether | Hydrazine | Sulfonamide,Alkene | Enamine | Haloalkane | Ketone | Sulfide,Ether,Alkene=0.6178 | Enamine=0.0591 | Haloalkane=0.0575 | Ketone=0.0086 | Sulfide=0.0379,Ether=0.4224
432714,4,2,6,Alcohol | Alkane | Alkene | Alkyne | Amide | Amine | Enamine | Haloalkane,Alcohol | Alkane | Amine | Ether | Haloalkane | Sulfide,Alkene | Alkyne | Amide | Enamine,Ether | Sulfide,Alkene=0.0063 | Alkyne=0.0436 | Amide=0.0126 | Enamine=0.0001,Ether=0.4651 | Sulfide=0.8266
439269,2,4,6,Alcohol | Alkane | Amine | Arene | Ester | Ether | Phenol,Alcohol | Alkane | Alkene | Amide | Arene | Ether | Haloalkane | Ketone | Phenol,Amine | Ester,Alkene | Amide | Haloalkane | Ketone,Amine=0.1245 | Ester=0.1808,Alkene=0.9517 | Amide=0.7710 | Haloalkane=0.5261 | Ketone=0.9726
439724,0,6,6,Alkane,Alcohol | Alkane | Arene | Ether | Haloalkane | Ketone | Phenol,,Alcohol | Arene | Ether | Haloalkane | Ketone | Phenol,,Alcohol=0.9957 | Arene=0.8466 | Ether=0.6058 | Haloalkane=0.6013 | Ketone=0.9225 | Phenol=0.9011
440269,4,2,6,Alkane | Alkene | Amide | Arene | Carbamate | Ester | Ether | Imide | Sulfonate,Alkane | Alkene | Amine | Arene | Ester | Ether | Sulfonamide,Amide | Carbamate | Imide | Sulfonate,Amine | Sulfonamide,Amide=0.1240 | Carbamate=0.0174 | Imide=0.0000 | Sulfonate=0.0941,Amine=0.5495 | Sulfonamide=0.9929
440747,1,5,6,Alcohol | Arene | Ketone,Alcohol | Alkane | Arene | Ester | Ether | Haloalkane | Phenol,Ketone,Alkane | Ester | Ether | Haloalkane | Phenol,Ketone=0.0068,Alkane=0.4397 | Ester=0.8318 | Ether=0.9161 | Haloalkane=0.8266 | Phenol=0.9649
448013,5,1,6,Alkane | Amine | Arene | Ester | Ether | Haloalkane | Sulfide,Amide | Amine | Arene,Alkane | Ester | Ether | Haloalkane | Sulfide,Amide,Alkane=0.0037 | Ester=0.0022 | Ether=0.0225 | Haloalkane=0.0922 | Sulfide=0.4469,Amide=0.9659
448834,0,6,6,Haloalkane,Alcohol | Alkane | Amide | Arene | Haloalkane | Imine | Phenol,,Alcohol | Alkane | Amide | Arene | Imine | Phenol,,Alcohol=0.9999 | Alkane=0.8336 | Amide=0.9284 | Arene=0.9354 | Imine=0.9513 | Phenol=0.8244
449680,3,3,6,Alkane | Alkene | Alkyne | Amide | Arene | Ether,Alkane | Amide | Amine | Arene | Haloalkane | Sulfide,Alkene | Alkyne | Ether,Amine | Haloalkane | Sulfide,Alkene=0.1708 | Alkyne=0.0000 | Ether=0.3112,Amine=0.5987 | Haloalkane=0.4438 | Sulfide=0.7970
450689,1,5,6,Alkane | Amine | Arene | Haloalkane,Alkane | Alkene | Arene | Ether | Haloalkane | Sulfide | Thial | Thioamide,Amine,Alkene | Ether | Sulfide | Thial | Thioamide,Amine=0.3709,Alkene=0.8857 | Ether=0.5192 | Sulfide=0.7925 | Thial=0.0245 | Thioamide=0.8056
452153,1,5,6,Alkane | Haloalkane,Alkane | Amine | Arene | Ester | Ether | Sulfide,Haloalkane,Amine | Arene | Ester | Ether | Sulfide,Haloalkane=0.3311,Amine=0.5896 | Arene=0.8469 | Ester=0.9781 | Ether=0.5418 | Sulfide=0.6174
458423,3,3,6,Alkane | Amine | Ether | Nitrile | Sulfide,Alkane | Amide | Amine | Arene | Haloalkane,Ether | Nitrile | Sulfide,Amide | Arene | Haloalkane,Ether=0.2202 | Nitrile=0.0000 | Sulfide=0.1188,Amide=0.6039 | Arene=0.3628 | Haloalkane=0.4711
462486,2,4,6,Alkane | Amide | Amine,Alcohol | Aldehyde | Alkane | Ether | Phenol,Amide | Amine,Alcohol | Aldehyde | Ether | Phenol,Amide=0.2928 | Amine=0.0480,Alcohol=1.0000 | Aldehyde=0.9927 | Ether=0.4248 | Phenol=0.9348
462841,3,3,6,Alcohol | Alkane | Arene | Ester | Ether | Phenol,Alcohol | Alkane | Alkene | Amide | Arene | Enol,Ester | Ether | Phenol,Alkene | Amide | Enol,Ester=0.1876 | Ether=0.1783 | Phenol=0.4290,Alkene=0.7213 | Amide=0.9612 | Enol=0.9777
464349,5,1,6,Alkane | Alkene | Amine | Enamine | Haloalkane | Ketone | Sulfide,Alkane | Ester | Sulfide,Alkene | Amine | Enamine | Haloalkane | Ketone,Ester,Alkene=0.0048 | Amine=0.3787 | Enamine=0.0010 | Haloalkane=0.3124 | Ketone=0.1285,Ester=0.7905
466102,3,3,6,Alcohol | Alkane | Amine | Arene | Ether | Haloalkane | Phenol | Sulfonamide,Amide | Amine | Arene | Haloalkane | Hydrazone | Phenol | Sulfide | Sulfonamide,Alcohol | Alkane | Ether,Amide | Hydrazone | Sulfide,Alcohol=0.6014 | Alkane=0.0239 | Ether=0.0834,Amide=0.6738 | Hydrazone=0.9583 | Sulfide=0.8155
466459,2,4,6,Alcohol | Alkane | Amide | Arene | Ester | Ether | Phenol | Sulfonate,Alcohol | Alkane | Alkene | Amide | Arene | Enol | Ether | Ketone | Phenol | Sulfone,Ester | Sulfonate,Alkene | Enol | Ketone | Sulfone,Ester=0.4764 | Sulfonate=0.0173,Alkene=0.8655 | Enol=0.9614 | Ketone=0.9655 | Sulfone=0.7560
467082,1,5,6,Alkane | Arene | Sulfone,Alkane | Amide | Amine | Arene | Ether | Haloalkane | Sulfonamide,Sulfone,Amide | Amine | Ether | Haloalkane | Sulfonamide,Sulfone=0.1795,Amide=0.8685 | Amine=0.9377 | Ether=0.5568 | Haloalkane=0.8158 | Sulfonamide=0.8963
469045,2,4,6,Aldehyde | Alkane | Sulfide,Alkane | Alkene | Carbamate | Ester | Ether,Aldehyde | Sulfide,Alkene | Carbamate | Ester | Ether,Aldehyde=0.0002 | Sulfide=0.2473,Alkene=0.9534 | Carbamate=0.8037 | Ester=0.6397 | Ether=0.8654
472068,2,4,6,Amide | Arene | Haloalkane | Sulfide | Sulfoxide,Acyl halide | Alkane | Amine | Arene | Ether | Haloalkane | Sulfide,Amide | Sulfoxide,Acyl halide | Alkane | Amine | Ether,Amide=0.2198 | Sulfoxide=0.3334,Acyl halide=0.9999 | Alkane=0.3163 | Amine=0.8007 | Ether=0.5507
473093,3,3,6,Alkene | Amine | Arene | Enamine | Nitrile,Alkane | Arene | Ether | Haloalkane | Nitrile,Alkene | Amine | Enamine,Alkane | Ether | Haloalkane,Alkene=0.0556 | Amine=0.0071 | Enamine=0.0000,Alkane=0.3406 | Ether=0.6023 | Haloalkane=0.5912
474913,5,1,6,Alkane | Alkene | Amine | Arene | Carbamate | Enamine | Ester | Ether | Imide,Alkane | Amine | Arene | Ether | Sulfide,Alkene | Carbamate | Enamine | Ester | Imide,Sulfide,Alkene=0.0015 | Carbamate=0.0255 | Enamine=0.0000 | Ester=0.0251 | Imide=0.1376,Sulfide=0.6623
475152,2,4,6,Alkane | Alkene | Amine | Enamine,Alkane | Amide | Amine | Arene | Ether | Hydrazone,Alkene | Enamine,Amide | Arene | Ether | Hydrazone,Alkene=0.0013 | Enamine=0.0000,Amide=0.5961 | Arene=0.9827 | Ether=0.8206 | Hydrazone=0.9246
478920,2,4,6,Alkane | Arene | Sulfone | Sulfoxide,Alkane | Amide | Amine | Arene | Haloalkane | Sulfonamide,Sulfone | Sulfoxide,Amide | Amine | Haloalkane | Sulfonamide,Sulfone=0.0008 | Sulfoxide=0.0002,Amide=0.4603 | Amine=0.9034 | Haloalkane=0.7849 | Sulfonamide=0.9999
482225,4,2,6,Alkane | Amine | Arene | Ether | Haloalkane | Sulfide | Sulfonamide,Aldehyde | Alkane | Amide | Amine | Arene,Ether | Haloalkane | Sulfide | Sulfonamide,Aldehyde | Amide,Ether=0.2845 | Haloalkane=0.1885 | Sulfide=0.0269 | Sulfonamide=0.3723,Aldehyde=0.9435 | Amide=0.5761
482627,3,3,6,Alkane | Haloalkane | Sulfide | Sulfone,Alkane | Azo compound | Ether | Ketone,Haloalkane | Sulfide | Sulfone,Azo compound | Ether | Ketone,Haloalkane=0.3215 | Sulfide=0.0083 | Sulfone=0.5760,Azo compound=0.8581 | Ether=0.5595 | Ketone=0.9294
483329,5,1,6,Alkene | Amide | Arene | Ether | Imide | Nitrile | Sulfide,Amide | Arene | Haloalkane,Alkene | Ether | Imide | Nitrile | Sulfide,Haloalkane,Alkene=0.2661 | Ether=0.3783 | Imide=0.0535 | Nitrile=0.7690 | Sulfide=0.3403,Haloalkane=0.7902
493213,5,1,6,Alkane | Alkene | Amine | Enamine | Ester | Ether | Ketone | Sulfone,Alkane | Amine | Arene | Sulfone,Alkene | Enamine | Ester | Ether | Ketone,Arene,Alkene=0.4950 | Enamine=0.0337 | Ester=0.0024 | Ether=0.3365 | Ketone=0.0259,Arene=0.4617
494344,3,3,6,Amine | Nitrile | Sulfide,Alkane | Arene | Haloalkane,Amine | Nitrile | Sulfide,Alkane | Arene | Haloalkane,Amine=0.0109 | Nitrile=0.0009 | Sulfide=0.4201,Alkane=0.6152 | Arene=0.3846 | Haloalkane=0.8662
494496,4,2,6,Alkane | Alkene | Amide | Amine | Enamine | Thioamide,Alkane | Amide | Haloalkane | Imide,Alkene | Amine | Enamine | Thioamide,Haloalkane | Imide,Alkene=0.0364 | Amine=0.0088 | Enamine=0.0020 | Thioamide=0.0000,Haloalkane=0.8295 | Imide=0.9805
496151,4,2,6,Alcohol | Alkane | Amide | Amine | Arene | Phenol,Alkane | Arene | Ether | Haloalkane,Alcohol | Amide | Amine | Phenol,Ether | Haloalkane,Alcohol=0.0004 | Amide=0.0015 | Amine=0.0010 | Phenol=0.0092,Ether=0.5635 | Haloalkane=0.8985
505812,4,2,6,Alkane | Alkene | Amide | Amine | Arene | Imide | Ketone,Alkane | Amine | Arene | Ether | Haloalkane,Alkene | Amide | Imide | Ketone,Ether | Haloalkane,Alkene=0.2711 | Amide=0.1340 | Imide=0.0183 | Ketone=0.0361,Ether=0.3937 | Haloalkane=0.9012
506672,4,2,6,Alcohol | Alkane | Alkene | Amide | Arene | Haloalkane | Imide,Alcohol | Alkane | Arene | Ether | Sulfide,Alkene | Amide | Haloalkane | Imide,Ether | Sulfide,Alkene=0.0528 | Amide=0.0549 | Haloalkane=0.2396 | Imide=0.4536,Ether=0.8211 | Sulfide=0.6143
510091,1,5,6,Alkane | Amine | Arene | Ketone,Alkane | Alkene | Amide | Amine | Arene | Enamine | Enol | Haloalkane,Ketone,Alkene | Amide | Enamine | Enol | Haloalkane,Ketone=0.5724,Alkene=0.6936 | Amide=0.9667 | Enamine=0.9630 | Enol=0.9395 | Haloalkane=0.5092
517386,2,4,6,Alcohol | Alkene | Carboxylic acid | Enamine,Alcohol | Alkane | Amine | Arene | Carboxylic acid | Haloalkane,Alkene | Enamine,Alkane | Amine | Arene | Haloalkane,Alkene=0.0227 | Enamine=0.0003,Alkane=0.3137 | Amine=0.5614 | Arene=0.6946 | Haloalkane=0.9265
519897,4,2,6,Alkane | Alkene | Amine | Arene | Enamine | Ester | Ether | Ketone,Alkane | Amide | Amine | Arene | Ether | Haloalkane,Alkene | Enamine | Ester | Ketone,Amide | Haloalkane,Alkene=0.0020 | Enamine=0.0099 | Ester=0.1495 | Ketone=0.1263,Amide=0.5218 | Haloalkane=0.4331
520154,3,3,6,Alcohol | Alkane | Amide | Arene | Carbamate | Ether | Imide | Phenol,Alkane | Alkene | Amide | Arene | Ester | Ether | Imide | Sulfide,Alcohol | Carbamate | Phenol,Alkene | Ester | Sulfide,Alcohol=0.1730 | Carbamate=0.3233 | Phenol=0.0018,Alkene=0.7097 | Ester=0.9335 | Sulfide=0.5268
521330,3,3,6,Alkane | Arene | Haloalkane | Sulfonate,Alkane | Amine | Ether | Sulfonamide,Arene | Haloalkane | Sulfonate,Amine | Ether | Sulfonamide,Arene=0.0453 | Haloalkane=0.3313 | Sulfonate=0.0652,Amine=0.5330 | Ether=0.4560 | Sulfonamide=0.9875
521443,3,3,6,Alkane | Alkene | Amine | Arene | Hydrazine | Ketone,Alkane | Amine | Arene | Ether | Hydrazone | Sulfide,Alkene | Hydrazine | Ketone,Ether | Hydrazone | Sulfide,Alkene=0.1614 | Hydrazine=0.0002 | Ketone=0.0054,Ether=0.7161 | Hydrazone=0.9964 | Sulfide=0.6831
521581,4,2,6,Alcohol | Alkane | Amine | Arene | Ether | Phenol | Sulfide | Sulfonamide,Alcohol | Alkane | Amine | Arene | Haloalkane | Ketone,Ether | Phenol | Sulfide | Sulfonamide,Haloalkane | Ketone,Ether=0.3438 | Phenol=0.1132 | Sulfide=0.0605 | Sulfonamide=0.4312,Haloalkane=0.5428 | Ketone=0.8365
522147,1,5,6,Alkane | Arene | Sulfonate,Alkane | Alkene | Amide | Arene | Ether | Imide | Sulfide,Sulfonate,Alkene | Amide | Ether | Imide | Sulfide,Sulfonate=0.5741,Alkene=0.6458 | Amide=0.9563 | Ether=0.6285 | Imide=0.9997 | Sulfide=0.5209
529113,2,4,6,Alkane | Alkene | Amide | Amine | Arene,Alkane | Amide | Arene | Ester | Ether | Haloalkane | Sulfide,Alkene | Amine,Ester | Ether | Haloalkane | Sulfide,Alkene=0.0432 | Amine=0.0540,Ester=0.6982 | Ether=0.6647 | Haloalkane=0.8667 | Sulfide=0.8463
529222,3,3,6,Alkane | Amide | Amine | Arene | Ether | Hydrazine | Ketone,Alkane | Amine | Arene | Ester | Ether | Haloalkane | Sulfone,Amide | Hydrazine | Ketone,Ester | Haloalkane | Sulfone,Amide=0.1821 | Hydrazine=0.0004 | Ketone=0.3432,Ester=0.9675 | Haloalkane=0.5844 | Sulfone=0.7529
532938,4,2,6,Alkane | Alkene | Amine | Enamine | Ester | Ether | Ketone,Alkane | Arene | Ester | Ether | Haloalkane,Alkene | Amine | Enamine | Ketone,Arene | Haloalkane,Alkene=0.2351 | Amine=0.2672 | Enamine=0.0171 | Ketone=0.0978,Arene=0.3556 | Haloalkane=0.5409
538666,1,5,6,Alkane | Amine | Arene,Alkane | Amide | Arene | Ester | Ether | Haloalkane | Sulfide,Amine,Amide | Ester | Ether | Haloalkane | Sulfide,Amine=0.0834,Amide=0.6034 | Ester=0.8719 | Ether=0.5898 | Haloalkane=0.4766 | Sulfide=0.6228
540017,4,2,6,Alkane | Alkene | Arene | Enamine | Ester | Ether | Haloalkane | Nitrile,Alkane | Alkene | Amide | Arene | Nitrile | Sulfide,Enamine | Ester | Ether | Haloalkane,Amide | Sulfide,Enamine=0.6420 | Ester=0.0848 | Ether=0.1675 | Haloalkane=0.0912,Amide=0.7767 | Sulfide=0.6253
543682,1,5,6,Arene | Haloalkane | Sulfoxide,Alkane | Amine | Arene | Ether | Haloalkane | Sulfide | Sulfonamide,Sulfoxide,Alkane | Amine | Ether | Sulfide | Sulfonamide,Sulfoxide=0.0001,Alkane=0.9479 | Amine=0.7685 | Ether=0.5660 | Sulfide=0.7389 | Sulfonamide=0.9887
550049,2,4,6,Alcohol | Alkane | Amide | Carboxylic acid | Sulfide,Alcohol | Alkane | Amine | Arene | Carboxylic acid | Ether | Haloalkane,Amide | Sulfide,Amine | Arene | Ether | Haloalkane,Amide=0.2388 | Sulfide=0.2842,Amine=0.7666 | Arene=0.8040 | Ether=0.7086 | Haloalkane=0.7545
550372,1,5,6,Aldehyde | Alkane,Alkane | Amine | Arene | Haloalkane | Ketone | Sulfide,Aldehyde,Amine | Arene | Haloalkane | Ketone | Sulfide,Aldehyde=0.0000,Amine=0.9838 | Arene=0.9949 | Haloalkane=0.6603 | Ketone=0.7345 | Sulfide=0.7433
551275,4,2,6,Alkane | Alkene | Amide | Ether | Imide,Alkane | Haloalkane | Ketone,Alkene | Amide | Ether | Imide,Haloalkane | Ketone,Alkene=0.3596 | Amide=0.4324 | Ether=0.1729 | Imide=0.1722,Haloalkane=0.6186 | Ketone=0.6342
551562,4,2,6,Alcohol | Alkane | Alkene | Amide | Amine | Arene | Enamine | Enol | Sulfide | Sulfonamide,Alcohol | Alkane | Alkene | Amide | Amine | Arene | Haloalkane | Phenol,Enamine | Enol | Sulfide | Sulfonamide,Haloalkane | Phenol,Enamine=0.6705 | Enol=0.3402 | Sulfide=0.4567 | Sulfonamide=0.0417,Haloalkane=0.5931 | Phenol=0.9865
551739,5,1,6,Alkane | Alkene | Amine | Enamine | Ether | Hydrazine,Alkane | Haloalkane,Alkene | Amine | Enamine | Ether | Hydrazine,Haloalkane,Alkene=0.0732 | Amine=0.2204 | Enamine=0.0001 | Ether=0.2611 | Hydrazine=0.0011,Haloalkane=0.6258
553375,3,3,6,Alkane | Ether | Haloalkane | Nitrile,Amine | Arene | Haloalkane | Sulfoxide,Alkane | Ether | Nitrile,Amine | Arene | Sulfoxide,Alkane=0.1037 | Ether=0.2710 | Nitrile=0.0026,Amine=0.5943 | Arene=0.9086 | Sulfoxide=0.9854
553417,2,4,6,Alkane | Alkene | Amide | Arene,Alkane | Amine | Arene | Carbamate | Ether | Thioamide,Alkene | Amide,Amine | Carbamate | Ether | Thioamide,Alkene=0.0094 | Amide=0.3754,Amine=0.6332 | Carbamate=0.9823 | Ether=0.7769 | Thioamide=0.9672
555670,3,3,6,Alkane | Alkene | Amide | Amine | Arene | Enamine | Ester | Ether,Alkane | Amine | Arene | Ester | Ether | Haloalkane | Hydrazone | Sulfide,Alkene | Amide | Enamine,Haloalkane | Hydrazone | Sulfide,Alkene=0.2650 | Amide=0.2674 | Enamine=0.5303,Haloalkane=0.5154 | Hydrazone=0.9994 | Sulfide=0.5406
555782,2,4,6,Alkane | Alkene | Ether | Ketone,Alkane | Amine | Ester | Ether | Haloalkane | Sulfide,Alkene | Ketone,Amine | Ester | Haloalkane | Sulfide,Alkene=0.4949 | Ketone=0.4823,Amine=0.6040 | Ester=0.7151 | Haloalkane=0.7106 | Sulfide=0.7354
558407,0,6,6,Arene,Alcohol | Alkane | Alkene | Amide | Arene | Nitrile | Sulfide,,Alcohol | Alkane | Alkene | Amide | Nitrile | Sulfide,,Alcohol=0.9118 | Alkane=0.5622 | Alkene=0.7379 | Amide=0.8526 | Nitrile=0.9758 | Sulfide=0.8194
