sample_index,num_false_negatives,num_false_positives,error_count,true_labels,predicted_labels,false_negative_labels,false_positive_labels,false_negative_probs,false_positive_probs
568516,4,2,6,Alkane | Amine | Arene | Imine | Sulfide | Thioamide,Alkane | Amide | Arene | Ether,Amine | Imine | Sulfide | Thioamide,Amide | Ether,Amine=0.1939 | Imine=0.0000 | Sulfide=0.0000 | Thioamide=0.0000,Amide=0.9949 | Ether=0.5833
137369,2,4,6,Alkane | Arene | Ester | Ether | Sulfide,Alkane | Amide | Arene | Carbamate | Ether | Haloalkane | Imide,Ester | Sulfide,Amide | Carbamate | Haloalkane | Imide,Ester=0.0241 | Sulfide=0.0021,Amide=0.9984 | Carbamate=0.9479 | Haloalkane=0.9182 | Imide=0.9960
519369,3,3,6,Alcohol | Alkane | Alkene | Amide | Arene | Enol | Ester | Ether,Alcohol | Alkane | Amide | Amine | Arene | Ether | Haloalkane | Phenol,Alkene | Enol | Ester,Amine | Haloalkane | Phenol,Alkene=0.0000 | Enol=0.0000 | Ester=0.0000,Amine=0.9993 | Haloalkane=0.4002 | Phenol=0.9997
558824,2,4,6,Amine | Haloalkane,Alkane | Ester | Ether | Ketone,Amine | Haloalkane,Alkane | Ester | Ether | Ketone,Amine=0.0187 | Haloalkane=0.2009,Alkane=0.9998 | Ester=1.0000 | Ether=1.0000 | Ketone=0.9548
716534,2,4,6,Aldehyde | Alkane | Alkene | Sulfide,Alkane | Arene | Ether | Haloalkane | Ketone | Sulfide,Aldehyde | Alkene,Arene | Ether | Haloalkane | Ketone,Aldehyde=0.0030 | Alkene=0.3491,Arene=0.9716 | Ether=0.6334 | Haloalkane=0.4874 | Ketone=0.6591
436727,2,4,6,Alkane | Amine | Arene,Alkane | Alkene | Amide | Imide | Sulfide,Amine | Arene,Alkene | Amide | Imide | Sulfide,Amine=0.0078 | Arene=0.0720,Alkene=0.9999 | Amide=0.8076 | Imide=0.6594 | Sulfide=0.9834
385628,4,2,6,Alcohol | Alkane | Alkene | Amine | Arene | Enamine | Enol | Ester | Ether | Sulfonamide,Alcohol | Alkane | Arene | Ester | Ether | Haloalkane | Phenol | Sulfonamide,Alkene | Amine | Enamine | Enol,Haloalkane | Phenol,Alkene=0.2716 | Amine=0.2741 | Enamine=0.1758 | Enol=0.2522,Haloalkane=0.4676 | Phenol=0.9785
97062,2,4,6,Alcohol | Alkane | Haloalkane | Ketone,Alcohol | Alkane | Alkene | Ester | Ether | Sulfide,Haloalkane | Ketone,Alkene | Ester | Ether | Sulfide,Haloalkane=0.1372 | Ketone=0.0000,Alkene=0.9999 | Ester=0.9972 | Ether=0.9709 | Sulfide=0.8929
441474,4,2,6,Alcohol | Alkane | Alkene | Amide | Arene | Enol | Ether | Imide | Ketone,Alcohol | Alkane | Amide | Arene | Ether | Phenol | Sulfide,Alkene | Enol | Imide | Ketone,Phenol | Sulfide,Alkene=0.0024 | Enol=0.0066 | Imide=0.5278 | Ketone=0.0215,Phenol=0.9973 | Sulfide=0.9988
476180,3,3,6,Alkane | Alkene | Amine | Arene | Ether,Alkane | Amide | Arene | Ketone | Sulfide,Alkene | Amine | Ether,Amide | Ketone | Sulfide,Alkene=0.0000 | Amine=0.0184 | Ether=0.0698,Amide=0.9993 | Ketone=0.9632 | Sulfide=1.0000
17590,4,2,6,Alkane | Arene | Carbamate | Ester | Ether,Alkane | Amide | Sulfide,Arene | Carbamate | Ester | Ether,Amide | Sulfide,Arene=0.0836 | Carbamate=0.0001 | Ester=0.0000 | Ether=0.2544,Amide=0.9998 | Sulfide=0.9080
247231,2,4,6,Alkane | Alkene | Amide | Ester | Ether,Alkane | Amine | Arene | Carbamate | Ester | Ether | Haloalkane,Alkene | Amide,Amine | Arene | Carbamate | Haloalkane,Alkene=0.0000 | Amide=0.0661,Amine=0.8658 | Arene=0.6613 | Carbamate=0.9995 | Haloalkane=0.6731
689413,4,2,6,Alkane | Alkene | Amine | Enamine | Sulfide,Acyl halide | Alkane | Haloalkane,Alkene | Amine | Enamine | Sulfide,Acyl halide | Haloalkane,Alkene=0.0020 | Amine=0.0062 | Enamine=0.0000 | Sulfide=0.0792,Acyl halide=0.5869 | Haloalkane=0.9091
445378,4,2,6,Alcohol | Alkane | Amide | Amine | Arene | Carboxylic acid | Haloalkane | Sulfide,Alcohol | Alkane | Amine | Arene | Ester | Ether,Amide | Carboxylic acid | Haloalkane | Sulfide,Ester | Ether,Amide=0.0000 | Carboxylic acid=0.5387 | Haloalkane=0.1012 | Sulfide=0.0000,Ester=0.9998 | Ether=0.9995
82033,5,1,6,Alkane | Alkene | Amide | Amine | Arene | Enamine | Hydrazone | Sulfide,Alkene | Amide | Arene | Haloalkane,Alkane | Amine | Enamine | Hydrazone | Sulfide,Haloalkane,Alkane=0.0929 | Amine=0.1232 | Enamine=0.0414 | Hydrazone=0.0000 | Sulfide=0.0002,Haloalkane=0.9127
382685,3,3,6,Alkane | Amide | Arene | Haloalkane | Ketone,Alkane | Amine | Arene | Ether | Sulfide,Amide | Haloalkane | Ketone,Amine | Ether | Sulfide,Amide=0.0457 | Haloalkane=0.2162 | Ketone=0.0000,Amine=0.9995 | Ether=0.4013 | Sulfide=0.9833
159706,3,3,6,Alkane | Alkene | Haloalkane | Sulfide,Aldehyde | Alkane | Amine | Arene,Alkene | Haloalkane | Sulfide,Aldehyde | Amine | Arene,Alkene=0.0002 | Haloalkane=0.2729 | Sulfide=0.0021,Aldehyde=0.9726 | Amine=0.9993 | Arene=0.4615
189501,2,4,6,Alkane | Alkene | Amine | Arene | Sulfone,Alkane | Arene | Ester | Ether | Haloalkane | Nitrile | Sulfone,Alkene | Amine,Ester | Ether | Haloalkane | Nitrile,Alkene=0.0602 | Amine=0.0055,Ester=0.9998 | Ether=0.9972 | Haloalkane=0.6128 | Nitrile=0.9778
642695,5,1,6,Alkane | Alkene | Amine | Arene | Enamine | Haloalkane | Ketone,Alkane | Arene | Ether,Alkene | Amine | Enamine | Haloalkane | Ketone,Ether,Alkene=0.0000 | Amine=0.0009 | Enamine=0.0000 | Haloalkane=0.2858 | Ketone=0.0000,Ether=0.9893
448939,3,3,6,Alcohol | Alkane | Arene | Carboxylic acid | Sulfone,Alkane | Amine | Arene | Haloalkane | Sulfonamide,Alcohol | Carboxylic acid | Sulfone,Amine | Haloalkane | Sulfonamide,Alcohol=0.0000 | Carboxylic acid=0.0000 | Sulfone=0.0213,Amine=0.9552 | Haloalkane=0.9896 | Sulfonamide=0.9948
91999,5,1,6,Alcohol | Alkane | Alkene | Amine | Carboxylic acid | Enamine | Ester | Ether,Alcohol | Alkane | Arene | Carboxylic acid,Alkene | Amine | Enamine | Ester | Ether,Arene,Alkene=0.0329 | Amine=0.1036 | Enamine=0.0001 | Ester=0.0000 | Ether=0.1489,Arene=0.9076
508058,5,1,6,Alkane | Alkene | Amine | Arene | Enamine | Ketone | Sulfide,Alkane | Arene | Haloalkane,Alkene | Amine | Enamine | Ketone | Sulfide,Haloalkane,Alkene=0.1626 | Amine=0.5642 | Enamine=0.0108 | Ketone=0.0000 | Sulfide=0.0067,Haloalkane=0.6867
31279,3,3,6,Alkane | Amine | Arene | Hydrazine | Sulfide,Alkane | Amide | Arene | Ether | Haloalkane,Amine | Hydrazine | Sulfide,Amide | Ether | Haloalkane,Amine=0.2208 | Hydrazine=0.0000 | Sulfide=0.0056,Amide=0.9957 | Ether=0.8699 | Haloalkane=0.5013
665801,2,4,6,Aldehyde | Alkane | Amide | Arene | Ether | Haloalkane,Alkane | Amide | Amine | Arene | Haloalkane | Hydrazone | Imine | Sulfide,Aldehyde | Ether,Amine | Hydrazone | Imine | Sulfide,Aldehyde=0.4421 | Ether=0.2193,Amine=0.9911 | Hydrazone=0.8033 | Imine=0.9597 | Sulfide=0.3896
594839,4,2,6,Alkane | Arene | Ester | Ether | Haloalkane,Alkane | Amine | Nitrile,Arene | Ester | Ether | Haloalkane,Amine | Nitrile,Arene=0.0833 | Ester=0.0000 | Ether=0.0535 | Haloalkane=0.1419,Amine=0.9945 | Nitrile=0.9999
302780,4,2,6,Alkane | Amine | Arene | Ester | Ether | Haloalkane,Alkane | Amide | Arene | Sulfide,Amine | Ester | Ether | Haloalkane,Amide | Sulfide,Amine=0.3397 | Ester=0.1468 | Ether=0.1981 | Haloalkane=0.1595,Amide=0.9731 | Sulfide=0.7718
432620,5,1,6,Alcohol | Arene | Carboxylic acid | Haloalkane | Sulfide,Alkane,Alcohol | Arene | Carboxylic acid | Haloalkane | Sulfide,Alkane,Alcohol=0.0008 | Arene=0.0266 | Carboxylic acid=0.0018 | Haloalkane=0.3652 | Sulfide=0.0000,Alkane=0.1014
757166,2,4,6,Alkane | Amine | Arene | Nitrile,Alkane | Arene | Ester | Ether | Haloalkane | Ketone,Amine | Nitrile,Ester | Ether | Haloalkane | Ketone,Amine=0.0033 | Nitrile=0.0045,Ester=0.9953 | Ether=0.9797 | Haloalkane=0.9804 | Ketone=0.9786
166698,2,4,6,Alcohol | Alkane | Amide | Arene | Ether | Phenol,Alcohol | Alkane | Alkene | Arene | Enol | Ketone | Phenol | Sulfide,Amide | Ether,Alkene | Enol | Ketone | Sulfide,Amide=0.0012 | Ether=0.2870,Alkene=0.9984 | Enol=0.8700 | Ketone=0.9744 | Sulfide=0.9894
82401,3,3,6,Acyl halide | Alkane | Arene | Haloalkane,Acid anhydride | Arene | Ester | Ether,Acyl halide | Alkane | Haloalkane,Acid anhydride | Ester | Ether,Acyl halide=0.0515 | Alkane=0.0333 | Haloalkane=0.2234,Acid anhydride=0.9859 | Ester=0.7910 | Ether=0.3364
467237,4,2,6,Alcohol | Alkane | Alkene | Carbamate | Enamine | Ether,Alcohol | Alkane | Arene | Phenol,Alkene | Carbamate | Enamine | Ether,Arene | Phenol,Alkene=0.0539 | Carbamate=0.0000 | Enamine=0.0000 | Ether=0.1588,Arene=1.0000 | Phenol=0.9994
369149,5,1,6,Alkane | Amide | Amine | Arene | Ether | Imide | Sulfide,Alkane | Arene | Haloalkane,Amide | Amine | Ether | Imide | Sulfide,Haloalkane,Amide=0.5362 | Amine=0.0960 | Ether=0.2990 | Imide=0.0017 | Sulfide=0.1719,Haloalkane=0.4888
662845,4,2,6,Alkane | Arene | Ester | Ether | Haloalkane | Sulfoxide | Thial,Alkane | Alkene | Arene | Haloalkane | Sulfide,Ester | Ether | Sulfoxide | Thial,Alkene | Sulfide,Ester=0.0003 | Ether=0.2007 | Sulfoxide=0.0142 | Thial=0.0003,Alkene=0.9782 | Sulfide=0.9405
351323,3,3,6,Alcohol | Alkane | Amine | Arene | Ether | Haloalkane | Phenol,Alcohol | Alkane | Alkene | Arene | Enol | Ether | Ketone,Amine | Haloalkane | Phenol,Alkene | Enol | Ketone,Amine=0.0080 | Haloalkane=0.1535 | Phenol=0.7356,Alkene=0.9996 | Enol=0.9990 | Ketone=0.9932
345933,3,3,6,Alcohol | Alkyne | Amine | Carboxylic acid | Sulfide,Alcohol | Alkane | Amine | Arene | Haloalkane,Alkyne | Carboxylic acid | Sulfide,Alkane | Arene | Haloalkane,Alkyne=0.0777 | Carboxylic acid=0.0037 | Sulfide=0.0022,Alkane=0.2831 | Arene=0.8621 | Haloalkane=0.5741
674652,4,2,6,Alkane | Alkene | Amine | Enamine | Ester | Ether | Ketone,Alkane | Arene | Ester | Ether | Haloalkane,Alkene | Amine | Enamine | Ketone,Arene | Haloalkane,Alkene=0.1629 | Amine=0.1178 | Enamine=0.0012 | Ketone=0.0000,Arene=0.3572 | Haloalkane=0.5842
287335,3,3,6,Alcohol | Aldehyde | Alkane | Sulfide,Alkane | Alkene | Arene | Ether,Alcohol | Aldehyde | Sulfide,Alkene | Arene | Ether,Alcohol=0.0879 | Aldehyde=0.0000 | Sulfide=0.3023,Alkene=0.9984 | Arene=0.6226 | Ether=0.7123
51743,1,5,6,Alkane | Isothiocyanate,Alkane | Alkene | Arene | Ester | Ether | Haloalkane,Isothiocyanate,Alkene | Arene | Ester | Ether | Haloalkane,Isothiocyanate=0.1375,Alkene=0.9996 | Arene=0.3711 | Ester=0.9913 | Ether=0.8842 | Haloalkane=0.5027
764778,1,5,6,Alcohol | Arene | Phenol | Sulfide,Alcohol | Alkane | Amide | Arene | Ester | Ether | Haloalkane | Phenol,Sulfide,Alkane | Amide | Ester | Ether | Haloalkane,Sulfide=0.1947,Alkane=0.9879 | Amide=0.9580 | Ester=0.9999 | Ether=0.9999 | Haloalkane=0.7428
128668,5,1,6,Alkane | Alkene | Amine | Arene | Enamine | Ester | Ether | Hydrazine | Sulfide,Alkane | Amide | Arene | Ether | Sulfide,Alkene | Amine | Enamine | Ester | Hydrazine,Amide,Alkene=0.0001 | Amine=0.0191 | Enamine=0.0000 | Ester=0.1604 | Hydrazine=0.0001,Amide=0.9970
454314,4,2,6,Alcohol | Alkane | Alkene | Carboxylic acid | Ether | Sulfoxide,Alcohol | Carboxylic acid | Phenol | Sulfide,Alkane | Alkene | Ether | Sulfoxide,Phenol | Sulfide,Alkane=0.0622 | Alkene=0.0000 | Ether=0.2071 | Sulfoxide=0.0000,Phenol=0.9348 | Sulfide=0.9889
283023,3,3,6,Alcohol | Alkene | Arene | Enol | Haloalkane | Ketone,Alcohol | Alkane | Arene | Ether | Haloalkane | Sulfide,Alkene | Enol | Ketone,Alkane | Ether | Sulfide,Alkene=0.0225 | Enol=0.0032 | Ketone=0.0000,Alkane=0.1660 | Ether=0.3632 | Sulfide=0.6869
484591,4,2,6,Alcohol | Alkane | Amide | Amine | Arene | Ester | Ether | Hydrazone | Phenol,Alcohol | Alkane | Arene | Ether | Haloalkane | Hydrazone | Sulfide,Amide | Amine | Ester | Phenol,Haloalkane | Sulfide,Amide=0.0228 | Amine=0.2454 | Ester=0.4058 | Phenol=0.1199,Haloalkane=0.5418 | Sulfide=0.8658
683728,2,4,6,Alkane | Alkene | Ether | Haloalkane | Ketone,Alkane | Amine | Arene | Ester | Ether | Ketone | Sulfide,Alkene | Haloalkane,Amine | Arene | Ester | Sulfide,Alkene=0.0075 | Haloalkane=0.2608,Amine=0.6857 | Arene=0.9058 | Ester=0.9484 | Sulfide=0.7262
547269,5,1,6,Alkane | Alkene | Amide | Amine | Arene | Azo compound | Enamine | Ketone,Alkane | Arene | Ether | Ketone,Alkene | Amide | Amine | Azo compound | Enamine,Ether,Alkene=0.0000 | Amide=0.1973 | Amine=0.0208 | Azo compound=0.0000 | Enamine=0.0000,Ether=0.9453
357929,4,2,6,Alcohol | Alkane | Haloalkane | Ketone | Phenol,Alkane | Ester | Ether,Alcohol | Haloalkane | Ketone | Phenol,Ester | Ether,Alcohol=0.0106 | Haloalkane=0.0404 | Ketone=0.0000 | Phenol=0.0045,Ester=0.9999 | Ether=0.9961
449574,3,3,6,Alcohol | Alkane | Alkene | Amine | Arene | Ether | Isocyanate,Alcohol | Alkane | Alkyne | Amine | Arene | Haloalkane | Sulfide,Alkene | Ether | Isocyanate,Alkyne | Haloalkane | Sulfide,Alkene=0.1567 | Ether=0.2064 | Isocyanate=0.5596,Alkyne=0.9080 | Haloalkane=0.5770 | Sulfide=0.5183
549947,3,3,6,Alkane | Amine | Arene | Ether | Haloalkane | Sulfide,Alkane | Alkene | Amine | Enamine | Ether | Ketone,Arene | Haloalkane | Sulfide,Alkene | Enamine | Ketone,Arene=0.0408 | Haloalkane=0.0540 | Sulfide=0.0430,Alkene=0.9812 | Enamine=0.9976 | Ketone=0.9893
148403,4,2,6,Alcohol | Alkane | Alkene | Arene | Enol | Ester | Ether | Haloalkane,Alcohol | Alkane | Amine | Arene | Haloalkane | Sulfide,Alkene | Enol | Ester | Ether,Amine | Sulfide,Alkene=0.0000 | Enol=0.0000 | Ester=0.0025 | Ether=0.1895,Amine=0.6653 | Sulfide=0.9987
320599,5,1,6,Alkane | Alkene | Amide | Amine | Arene | Enamine | Hydrazine | Sulfide,Alkane | Amide | Ether | Sulfide,Alkene | Amine | Arene | Enamine | Hydrazine,Ether,Alkene=0.0000 | Amine=0.2738 | Arene=0.0301 | Enamine=0.0000 | Hydrazine=0.0000,Ether=0.3553
249838,2,4,6,Alcohol | Alkane | Amine | Nitrile | Sulfide,Alcohol | Alkane | Amine | Arene | Ether | Haloalkane | Sulfonamide,Nitrile | Sulfide,Arene | Ether | Haloalkane | Sulfonamide,Nitrile=0.0002 | Sulfide=0.0000,Arene=1.0000 | Ether=0.3782 | Haloalkane=0.9994 | Sulfonamide=0.9997
8839,3,3,6,Alkane | Alkene | Amide | Arene | Enamine,Alkane | Amine | Arene | Haloalkane | Sulfide,Alkene | Amide | Enamine,Amine | Haloalkane | Sulfide,Alkene=0.0007 | Amide=0.0146 | Enamine=0.0025,Amine=0.9955 | Haloalkane=0.9611 | Sulfide=0.8725
718875,3,3,6,Alkane | Alkene | Amine | Enamine | Haloalkane,Alkane | Arene | Haloalkane | Ketone | Sulfide,Alkene | Amine | Enamine,Arene | Ketone | Sulfide,Alkene=0.0013 | Amine=0.0127 | Enamine=0.0015,Arene=0.9696 | Ketone=0.9993 | Sulfide=0.7607
362912,5,1,6,Alkane | Alkene | Amide | Amine | Arene | Enamine | Haloalkane | Ketone,Alkane | Alkene | Arene | Ether,Amide | Amine | Enamine | Haloalkane | Ketone,Ether,Amide=0.0047 | Amine=0.0155 | Enamine=0.0163 | Haloalkane=0.1134 | Ketone=0.0000,Ether=0.6071
29423,2,4,6,Alkane | Haloalkane | Ketone,Alkane | Amine | Ester | Ether | Sulfide,Haloalkane | Ketone,Amine | Ester | Ether | Sulfide,Haloalkane=0.0901 | Ketone=0.0004,Amine=0.7364 | Ester=0.9905 | Ether=0.9155 | Sulfide=0.9826
571694,5,1,6,Alkane | Alkene | Amide | Arene | Enamine | Ester | Ether | Haloalkane | Ketone,Alkene | Amide | Arene | Haloalkane | Sulfide,Alkane | Enamine | Ester | Ether | Ketone,Sulfide,Alkane=0.0579 | Enamine=0.3542 | Ester=0.0000 | Ether=0.1176 | Ketone=0.0000,Sulfide=0.6889
759209,5,1,6,Alcohol | Alkane | Alkene | Amine | Arene | Enamine | Enol | Ester | Ether,Alcohol | Alkane | Arene | Ether | Phenol,Alkene | Amine | Enamine | Enol | Ester,Phenol,Alkene=0.0002 | Amine=0.1120 | Enamine=0.0000 | Enol=0.0001 | Ester=0.0019,Phenol=0.9958
515490,6,0,6,Alcohol | Alkane | Alkene | Amide | Arene | Carboxylic acid | Enol | Haloalkane | Ketone | Phenol,Alcohol | Arene | Carboxylic acid | Haloalkane,Alkane | Alkene | Amide | Enol | Ketone | Phenol,,Alkane=0.0517 | Alkene=0.0142 | Amide=0.0081 | Enol=0.0005 | Ketone=0.0000 | Phenol=0.3015,
537229,5,1,6,Alkane | Alkyne | Amide | Amine | Arene | Haloalkane | Hydrazine | Thioamide,Alkane | Amine | Arene | Ether,Alkyne | Amide | Haloalkane | Hydrazine | Thioamide,Ether,Alkyne=0.0000 | Amide=0.0000 | Haloalkane=0.2963 | Hydrazine=0.5698 | Thioamide=0.0000,Ether=0.7617
182683,1,5,6,Alkane | Amine | Arene | Haloalkane,Alkane | Alkene | Alkyne | Amide | Arene | Ether | Haloalkane | Imide,Amine,Alkene | Alkyne | Amide | Ether | Imide,Amine=0.4083,Alkene=0.9856 | Alkyne=0.9908 | Amide=0.9506 | Ether=0.7246 | Imide=0.9932
281973,1,5,6,Alcohol | Arene | Haloalkane,Alcohol | Alkane | Arene | Ester | Ether | Phenol | Sulfide,Haloalkane,Alkane | Ester | Ether | Phenol | Sulfide,Haloalkane=0.2438,Alkane=0.9737 | Ester=0.9667 | Ether=0.9856 | Phenol=0.9995 | Sulfide=1.0000
43584,6,0,6,Alcohol | Alkane | Alkene | Amide | Amine | Arene | Enamine | Ether | Haloalkane | Imide | Sulfide,Alcohol | Alkane | Amine | Arene | Haloalkane,Alkene | Amide | Enamine | Ether | Imide | Sulfide,,Alkene=0.0000 | Amide=0.0131 | Enamine=0.0000 | Ether=0.1604 | Imide=0.0002 | Sulfide=0.0000,
438739,1,5,6,Alkane | Arene | Haloalkane | Nitrile,Alcohol | Alkane | Arene | Ether | Ketone | Nitrile | Phenol | Sulfide,Haloalkane,Alcohol | Ether | Ketone | Phenol | Sulfide,Haloalkane=0.0188,Alcohol=0.7573 | Ether=0.4567 | Ketone=0.9819 | Phenol=0.8600 | Sulfide=0.8108
184627,3,3,6,Alkane | Amine | Ester | Ether | Sulfide,Alkane | Alkene | Amine | Arene | Nitrile,Ester | Ether | Sulfide,Alkene | Arene | Nitrile,Ester=0.0000 | Ether=0.0741 | Sulfide=0.0029,Alkene=0.9672 | Arene=0.8075 | Nitrile=0.9801
485837,4,2,6,Alcohol | Alkane | Amide | Carbamate | Ether | Haloalkane | Imide,Alcohol | Alkane | Ester | Ether | Sulfide,Amide | Carbamate | Haloalkane | Imide,Ester | Sulfide,Amide=0.0000 | Carbamate=0.0000 | Haloalkane=0.3929 | Imide=0.0001,Ester=0.9998 | Sulfide=0.9641
303485,2,4,6,Alkane | Arene | Imine | Sulfide,Alkane | Amide | Arene | Carbamate | Ether | Imide,Imine | Sulfide,Amide | Carbamate | Ether | Imide,Imine=0.0000 | Sulfide=0.0001,Amide=0.8661 | Carbamate=0.9851 | Ether=0.9089 | Imide=0.9209
110651,3,3,6,Alkane | Amide | Arene | Haloalkane | Hydrazone,Alkane | Arene | Ester | Ether | Ketone,Amide | Haloalkane | Hydrazone,Ester | Ether | Ketone,Amide=0.0208 | Haloalkane=0.2874 | Hydrazone=0.0000,Ester=0.9821 | Ether=0.9628 | Ketone=0.9950
633931,3,3,6,Alkane | Alkene | Amide | Amine | Imide | Ketone | Sulfide,Alkane | Alkene | Amine | Arene | Ether | Haloalkane | Sulfide,Amide | Imide | Ketone,Arene | Ether | Haloalkane,Amide=0.2053 | Imide=0.0687 | Ketone=0.0144,Arene=0.3220 | Ether=0.3010 | Haloalkane=0.4126
438872,2,4,6,Alcohol | Alkane | Alkene | Amine | Arene | Carboxylic acid | Haloalkane | Sulfonamide,Alcohol | Alkane | Amide | Amine | Arene | Carboxylic acid | Ether | Ketone | Sulfide | Sulfonamide,Alkene | Haloalkane,Amide | Ether | Ketone | Sulfide,Alkene=0.0008 | Haloalkane=0.1904,Amide=0.9977 | Ether=0.3919 | Ketone=0.9294 | Sulfide=0.9665
165336,3,3,6,Alkane | Alkene | Amine | Arene | Enamine,Alkane | Amide | Arene | Ether | Imide,Alkene | Amine | Enamine,Amide | Ether | Imide,Alkene=0.0109 | Amine=0.1487 | Enamine=0.0000,Amide=0.9977 | Ether=0.5368 | Imide=0.8948
451790,4,2,6,Alkane | Alkene | Amide | Ester | Ether | Sulfide,Alkane | Amine | Haloalkane | Sulfide,Alkene | Amide | Ester | Ether,Amine | Haloalkane,Alkene=0.0000 | Amide=0.0022 | Ester=0.0000 | Ether=0.1709,Amine=0.9989 | Haloalkane=0.4156
510041,3,3,6,Alkane | Amide | Haloalkane | Sulfide,Alkane | Amine | Carbamate | Ether,Amide | Haloalkane | Sulfide,Amine | Carbamate | Ether,Amide=0.0026 | Haloalkane=0.1912 | Sulfide=0.0000,Amine=0.9999 | Carbamate=0.9998 | Ether=0.9838
755321,3,3,6,Alcohol | Alkane | Amine | Sulfide | Thioamide,Alcohol | Alkane | Arene | Haloalkane | Ketone,Amine | Sulfide | Thioamide,Arene | Haloalkane | Ketone,Amine=0.0073 | Sulfide=0.2365 | Thioamide=0.0000,Arene=0.3098 | Haloalkane=0.5117 | Ketone=0.9849
249143,3,3,6,Aldehyde | Alkene | Arene,Alkane | Isothiocyanate | Sulfide,Aldehyde | Alkene | Arene,Alkane | Isothiocyanate | Sulfide,Aldehyde=0.0000 | Alkene=0.0004 | Arene=0.0163,Alkane=0.2316 | Isothiocyanate=0.9818 | Sulfide=0.4870
539628,2,4,6,Alkane | Amide | Hydrazone,Alkane | Carbamate | Ester | Ether | Ketone,Amide | Hydrazone,Carbamate | Ester | Ether | Ketone,Amide=0.0342 | Hydrazone=0.0038,Carbamate=0.8597 | Ester=0.9992 | Ether=0.9989 | Ketone=0.9930
376075,5,1,6,Alkane | Alkene | Amide | Amine | Arene | Enamine | Haloalkane | Sulfide,Alkane | Arene | Ether | Haloalkane,Alkene | Amide | Amine | Enamine | Sulfide,Ether,Alkene=0.0000 | Amide=0.0044 | Amine=0.0767 | Enamine=0.0000 | Sulfide=0.0695,Ether=0.4913
299978,4,2,6,Alkane | Amine | Ether | Hydrazone | Ketone,Alkane | Amide | Haloalkane,Amine | Ether | Hydrazone | Ketone,Amide | Haloalkane,Amine=0.4340 | Ether=0.1770 | Hydrazone=0.0017 | Ketone=0.4111,Amide=0.9937 | Haloalkane=0.9516
711854,6,0,6,Alcohol | Alkane | Alkene | Amine | Arene | Carboxylic acid | Enamine | Ester | Ether | Haloalkane,Alcohol | Amine | Arene | Carboxylic acid,Alkane | Alkene | Enamine | Ester | Ether | Haloalkane,,Alkane=0.0880 | Alkene=0.0396 | Enamine=0.0000 | Ester=0.0000 | Ether=0.1195 | Haloalkane=0.3940,
72993,4,2,6,Alkane | Alkene | Amine | Arene | Enamine | Ester | Ether,Alkane | Alkene | Arene | Haloalkane | Hydrazone,Amine | Enamine | Ester | Ether,Haloalkane | Hydrazone,Amine=0.1829 | Enamine=0.5497 | Ester=0.0123 | Ether=0.1720,Haloalkane=0.7060 | Hydrazone=0.5968
94660,5,1,6,Alkane | Alkene | Amide | Arene | Carbamate | Ether | Imide | Sulfide,Alkane | Alkene | Arene | Haloalkane,Amide | Carbamate | Ether | Imide | Sulfide,Haloalkane,Amide=0.0001 | Carbamate=0.0000 | Ether=0.1574 | Imide=0.0000 | Sulfide=0.1438,Haloalkane=0.8968
479387,3,3,6,Amide | Amine | Arene | Imide,Alcohol | Alkane | Amine | Ether,Amide | Arene | Imide,Alcohol | Alkane | Ether,Amide=0.0204 | Arene=0.1968 | Imide=0.0000,Alcohol=0.7148 | Alkane=0.1798 | Ether=0.3314
628089,3,3,6,Alkene | Amine | Enamine | Haloalkane,Alcohol | Alkane | Arene | Haloalkane,Alkene | Amine | Enamine,Alcohol | Alkane | Arene,Alkene=0.4857 | Amine=0.1787 | Enamine=0.0039,Alcohol=0.9970 | Alkane=0.9028 | Arene=0.3316
249218,2,4,6,Alkane | Haloalkane | Sulfide,Acyl halide | Alkane | Alkene | Ester | Ether,Haloalkane | Sulfide,Acyl halide | Alkene | Ester | Ether,Haloalkane=0.1874 | Sulfide=0.0227,Acyl halide=0.8635 | Alkene=0.9995 | Ester=1.0000 | Ether=1.0000
533254,2,4,6,Alcohol | Alkane | Amine | Carboxylic acid | Ether,Alcohol | Alkane | Amide | Arene | Carboxylic acid | Haloalkane | Sulfide,Amine | Ether,Amide | Arene | Haloalkane | Sulfide,Amine=0.2900 | Ether=0.1293,Amide=0.9723 | Arene=0.6275 | Haloalkane=0.8852 | Sulfide=1.0000
289797,4,2,6,Alkane | Alkene | Arene | Ester | Ether,Alkane | Haloalkane | Ketone,Alkene | Arene | Ester | Ether,Haloalkane | Ketone,Alkene=0.0002 | Arene=0.0056 | Ester=0.0922 | Ether=0.2687,Haloalkane=0.5914 | Ketone=0.6423
17003,3,3,6,Alcohol | Alkane | Arene | Carboxylic acid | Ether | Sulfide | Sulfoxide,Alcohol | Alkane | Amide | Amine | Arene | Carboxylic acid | Haloalkane,Ether | Sulfide | Sulfoxide,Amide | Amine | Haloalkane,Ether=0.1218 | Sulfide=0.0001 | Sulfoxide=0.0000,Amide=0.9509 | Amine=1.0000 | Haloalkane=0.8784
676601,4,2,6,Alkane | Alkene | Amide | Imide | Sulfide,Alkane | Ether | Ketone,Alkene | Amide | Imide | Sulfide,Ether | Ketone,Alkene=0.0000 | Amide=0.0005 | Imide=0.0000 | Sulfide=0.0000,Ether=0.8127 | Ketone=0.9997
