searched_formula,selected,test_index,case_type,true_labels,predicted_binary_labels,source_file,source_row,global_index,formula,smiles
C18H15NO3,0,7354,false negative,Alkane; Arene; Ester; Ether; Ketone,Alkane; Arene; Ester; Ether,aligned_chunk_99.parquet,157,791294,C18H15NO3,CCOC(=O)C(=O)c1cn(-c2ccccc2)c2ccccc12
C18H15NO3,0,15436,false positive,Alkane; Arene; Ester; Ether,Alkane; Arene; Ester; Ether; Haloalkane,aligned_chunk_91.parquet,3074,768216,C18H15NO3,COC(=O)c1ccc2c(c1)c(=O)cc(-c1ccccc1)n2C
C18H15NO3,0,19449,false negative,Alcohol; Alkane; Amide; Arene; Ether; Phenol,Alcohol; Amide; Arene; Phenol,aligned_chunk_212.parquet,815,412956,C18H15NO3,COc1ccc2cc(O)c(C(=O)Nc3ccccc3)cc2c1
C18H15NO3,0,24274,correct,Alcohol; Alkane; Arene; Ester; Ether; Phenol,Alcohol; Alkane; Arene; Ester; Ether; Phenol,aligned_chunk_51.parquet,2111,624950,C18H15NO3,CCOC(=O)c1ccc2cc(-c3ccc(O)cc3)ccc2n1
C18H15NO3,0,63184,false negative,Alcohol; Alkane; Alkene; Amide; Arene; Carboxylic acid,Alcohol; Alkane; Arene; Carboxylic acid,aligned_chunk_185.parquet,3041,314861,C18H15NO3,CC(=C1C(=O)N(CC(=O)O)c2ccccc21)c1ccccc1
C18H15NO3,0,67770,false negative,Alkane; Alkene; Amide; Arene; Ether; Imide,Alkane; Alkene; Amide; Arene; Imide,aligned_chunk_225.parquet,149,457678,C18H15NO3,COc1ccc(CN2C(=O)C=C(c3ccccc3)C2=O)cc1
C18H15NO3,0,68263,false negative,Alcohol; Alkane; Arene; Carboxylic acid; Phenol,Alcohol; Arene; Carboxylic acid; Phenol,aligned_chunk_174.parquet,725,273683,C18H15NO3,O=C(O)c1ccc2c(CCc3ccccc3)ccc(O)c2n1
C18H15NO3,1,70834,mixed error,Alcohol; Alkane; Arene; Carboxylic acid; Ketone,Alcohol; Alkane; Arene; Carboxylic acid; Sulfide,aligned_chunk_58.parquet,2940,648392,C18H15NO3,Cc1c(C(=O)c2ccccc2)c2ccccn2c1CC(=O)O
C18H15NO3,0,74176,correct,Aldehyde; Alkane; Arene; Ester; Ether,Aldehyde; Alkane; Arene; Ester; Ether,aligned_chunk_66.parquet,1919,676460,C18H15NO3,COC(=O)c1ccc(Cn2cc(C=O)c3ccccc32)cc1
C18H15NO3,0,75243,false negative,Aldehyde; Alkane; Arene; Ether,Aldehyde; Alkane; Arene,aligned_chunk_54.parquet,2410,635000,C18H15NO3,O=Cc1cccc2c1ccn2CC1COc2ccccc2O1
C18H15NO3,0,75383,correct,Aldehyde; Alkane; Arene; Ether,Aldehyde; Alkane; Arene; Ether,aligned_chunk_31.parquet,2579,554191,C18H15NO3,O=Cc1ccc(OCCOc2ccc3ncccc3c2)cc1
C27H25F2N3O3,1,30141,correct,Alcohol; Alkane; Alkene; Amide; Arene; Enol; Haloalkane; Ketone,Alcohol; Alkane; Alkene; Amide; Arene; Enol; Haloalkane; Ketone,aligned_chunk_225.parquet,2532,460061,C27H25F2N3O3,Cc1ccc(N2C(=O)C(O)=C(C(=O)c3ccc(C(C)C)cc3)[C@@H]2c2ccc(C(C)(F)F)cc2)nn1
C27H25F2N3O3,0,59532,correct,Alkane; Arene; Carbamate; Ether; Haloalkane,Alkane; Arene; Carbamate; Ether; Haloalkane,aligned_chunk_205.parquet,2130,388351,C27H25F2N3O3,Cc1ccc(C2(c3ccc(C)cc3)OC(=O)N3CCN(C(=O)Nc4ccc(F)cc4F)CC32)cc1
C18H23NO5,0,22764,false positive,Alkane; Arene; Carbamate; Ester; Ether,Alkane; Arene; Carbamate; Ester; Ether; Haloalkane,aligned_chunk_198.parquet,460,357634,C18H23NO5,COC(=O)c1ccc2c(c1)OC[C@H](C)N(C(=O)OC1CCCC1)C2
C18H23NO5,1,42017,mixed error,Alkane; Alkene; Amine; Arene; Ester; Ether,Alkane; Amide; Amine; Haloalkane,aligned_chunk_173.parquet,709,270434,C18H23NO5,COC(=O)CC/C(C)=C/Cc1c(N)c2c(c(C)c1OC)COC2=O
C18H23NO5,0,50648,correct,Alkane; Amine; Arene; Ester; Ether; Ketone,Alkane; Amine; Arene; Ester; Ether; Ketone,aligned_chunk_191.parquet,2595,337130,C18H23NO5,CCOC(=O)CN(CC(=O)OCC)c1cc2c(cc1C)C(=O)CC2
C18H23NO5,0,61235,false positive,Alcohol; Alkane; Arene; Ether,Alcohol; Alkane; Arene; Ether; Phenol,aligned_chunk_123.parquet,1149,92083,C18H23NO5,CCCOc1cncc(CO)c1-c1ccc(OC)cc1OCOC
C18H23NO5,0,65522,correct,Alkane; Amide; Arene; Ester; Ether,Alkane; Amide; Arene; Ester; Ether,aligned_chunk_41.parquet,3167,590589,C18H23NO5,CCOC(=O)CC(=O)N1CCC(C(=O)OCc2ccccc2)CC1
C18H23NO5,0,69745,false negative,Alkane; Arene; Carbamate; Ester; Ether; Ketone,Alkane; Arene; Carbamate; Ether; Ketone,aligned_chunk_68.parquet,1019,682057,C18H23NO5,CC(C)(C)OC(=O)N1CCC(=O)C[C@@H]1C(=O)OCc1ccccc1
C18H23NO5,0,70586,false positive,Alkane; Arene; Ester; Ether,Alkane; Arene; Carbamate; Ester; Ether; Haloalkane,aligned_chunk_97.parquet,1689,786326,C18H23NO5,COC(=O)Cc1c(C)n(C(=O)OC(C)(C)C)c2ccc(OC)cc12
C18H23NO5,0,73257,false negative,Alkane; Arene; Carbamate; Ester; Ether; Ketone,Alkane; Arene; Carbamate; Ester; Ether,aligned_chunk_119.parquet,1739,76363,C18H23NO5,CC(C)(C)OC(=O)[C@@H]1CCC(=O)CN1C(=O)OCc1ccccc1
C13H16ClNO3,0,11190,false negative,Alkane; Amide; Arene; Ester; Ether; Haloalkane,Alkane; Amide; Arene; Ester; Ether,aligned_chunk_3.parquet,669,545780,C13H16ClNO3,CCOC(=O)Cc1ccc(N(C)C(=O)CCl)cc1
C13H16ClNO3,0,24181,false negative,Acyl halide; Alkane; Arene; Carbamate; Ether; Haloalkane,Alkane; Arene; Carbamate; Ether; Haloalkane,aligned_chunk_209.parquet,691,399852,C13H16ClNO3,CC(C)(C)OC(=O)NCc1ccc(C(=O)Cl)cc1
C13H16ClNO3,0,40907,false negative,Alkane; Amine; Arene; Ester; Ether; Haloalkane; Ketone,Alkane; Amine; Arene; Ester; Ether; Ketone,aligned_chunk_222.parquet,385,448182,C13H16ClNO3,CCOC(=O)CNC(C)C(=O)c1ccc(Cl)cc1
C13H16ClNO3,0,46887,false negative,Alcohol; Alkane; Amine; Arene; Carboxylic acid; Ether; Haloalkane,Alcohol; Alkane; Arene; Carboxylic acid; Ether,aligned_chunk_23.parquet,981,474700,C13H16ClNO3,CCN1CC(C)(C)Oc2c(C(=O)O)cc(Cl)cc21
C13H16ClNO3,0,49017,correct,Alkane; Arene; Carbamate; Ether; Haloalkane,Alkane; Arene; Carbamate; Ether; Haloalkane,aligned_chunk_216.parquet,837,425988,C13H16ClNO3,CC1OC(=O)Nc2ccc(OCCCCCl)cc21
C13H16ClNO3,1,59852,false negative,Aldehyde; Alkane; Amide; Arene; Ether; Haloalkane,Alkane; Amide; Arene,aligned_chunk_158.parquet,1052,215179,C13H16ClNO3,CC(=O)Nc1cc(CC=O)ccc1OCCCCl
C13H16ClNO3,0,79289,correct,Alkane; Amide; Arene; Ether; Haloalkane; Ketone,Alkane; Amide; Arene; Ether; Haloalkane; Ketone,aligned_chunk_205.parquet,2862,389083,C13H16ClNO3,COc1ccc(C(C)=O)cc1NC(=O)C(C)CCl
C19H21N,0,22547,false positive,Alkane; Amine; Arene,Alkane; Amine; Arene; Ether,aligned_chunk_125.parquet,1108,98505,C19H21N,c1ccc2c(c1)Cc1ccccc1C1(CCCNC1)C2
C19H21N,1,64109,mixed error,Alkane; Alkene; Arene,Alkane; Arene; Ether; Haloalkane,aligned_chunk_208.parquet,1411,397285,C19H21N,C/C(=C1\CCCc2c(C)ccnc21)c1ccc(C)cc1
C19H21N,0,67019,mixed error,Alkane; Alkene; Amine; Arene,Alkane; Alkene; Arene; Ether,aligned_chunk_150.parquet,2270,190465,C19H21N,C=CC(c1ccccc1)N(C)C(C=C)c1ccccc1
C22H25N5O3,0,27428,correct,Alkane; Amine; Arene; Ether,Alkane; Amine; Arene; Ether,aligned_chunk_199.parquet,2616,363004,C22H25N5O3,COc1ccc2nc(OC)c(NC(=O)N3CCN(c4ccccc4C)CC3)nc2c1
C22H25N5O3,1,47187,mixed error,Alkane; Amide; Arene; Carbamate; Ether,Alkane; Amide; Arene; Haloalkane,aligned_chunk_171.parquet,596,263750,C22H25N5O3,CC(=O)Nc1cccc(-c2n[nH]c3ncc4c(c23)CCN(C(=O)OC(C)(C)C)C4)c1
C22H25N5O3,0,49871,correct,Alkane; Amine; Arene; Ether,Alkane; Amine; Arene; Ether,aligned_chunk_167.parquet,2572,249376,C22H25N5O3,COc1ccc2nc(NC(=O)N3CCN(c4ccccc4C)CC3)c(OC)nc2c1
C22H25N5O3,0,50790,false negative,Alcohol; Alkane; Amine; Arene; Carboxylic acid; Ether,Alcohol; Alkane; Amine; Carboxylic acid,aligned_chunk_238.parquet,2309,505194,C22H25N5O3,O=C(O)c1cnc(N2CCc3c(n(CCN4CCOCC4)c4ccccc34)C2)nc1
C22H25N5O3,0,75483,false positive,Alkane; Amide; Arene; Ether,Alkane; Amide; Arene; Ether; Haloalkane,aligned_chunk_133.parquet,864,127434,C22H25N5O3,CCOc1ccnc(O[C@@H]2CC[C@@H](C)N(C(=O)c3ccccc3-n3nccn3)C2)c1
C22H25N5O3,0,75503,correct,Alkane; Amine; Arene; Ether,Alkane; Amine; Arene; Ether,aligned_chunk_118.parquet,1782,73167,C22H25N5O3,CCCCc1cc2nc(-c3ccco3)nn2c(NCc2ccc(OC)c(OC)c2)n1
C19H23N,0,2591,correct,Alkane; Amine; Arene,Alkane; Amine; Arene,aligned_chunk_124.parquet,2107,96273,C19H23N,CN1CCc2ccccc2C(c2ccccc2)C1(C)C
C19H23N,1,48463,false positive,Alkane; Amine; Arene,Alkane; Amine; Arene; Ether,aligned_chunk_220.parquet,2650,443996,C19H23N,CC(CN[C@H]1CCCc2ccccc21)c1ccccc1
C19H23N,0,66510,false negative,Alkane; Alkene; Amine; Arene,Alkane; Amine; Arene,aligned_chunk_199.parquet,916,361304,C19H23N,CC(C)=CCC(CN)(c1ccccc1)c1ccccc1
C16H16Cl2O5S,1,27692,correct,Alcohol; Alkane; Arene; Ether; Haloalkane; Sulfonate,Alcohol; Alkane; Arene; Ether; Haloalkane; Sulfonate,aligned_chunk_80.parquet,2231,728391,C16H16Cl2O5S,Cc1cc(OCCCO)cc(OS(=O)(=O)c2cc(Cl)ccc2Cl)c1
C24H26ClN5O3,0,8227,false negative,Alkane; Amide; Amine; Arene; Ester; Ether; Haloalkane,Alkane; Amide; Amine; Arene; Ester; Ether,aligned_chunk_9.parquet,1409,760039,C24H26ClN5O3,CC(C)COC(=O)C(Cc1ccccc1)NC(=O)c1ccc2c(Cl)cnc(NC(=N)N)c2c1
C24H26ClN5O3,1,27020,false negative,Alcohol; Alkane; Amide; Amine; Arene; Ether; Haloalkane,Alcohol; Alkane; Amine; Arene,aligned_chunk_136.parquet,1137,137455,C24H26ClN5O3,COc1ccc2ncnc(N3C[C@H](O)[C@@H](N4CCN(C(=O)c5ccc(Cl)cc5)CC4)C3)c2c1
C24H26ClN5O3,0,34834,false negative,Alcohol; Alkane; Amide; Amine; Arene; Ether; Haloalkane; Phenol,Alcohol; Alkane; Amide; Amine; Arene; Phenol,aligned_chunk_166.parquet,2164,245724,C24H26ClN5O3,COc1cc(Nc2cncc(-c3ccc(O)cc3)n2)c(Cl)cc1C(=O)N1CCCN(C)CC1
C24H26ClN5O3,0,61030,false negative,Alkane; Amine; Ether; Haloalkane; Ketone,Alkane; Amine; Haloalkane,aligned_chunk_196.parquet,2931,353667,C24H26ClN5O3,CC(=O)C(CN1CCCC1)Nc1ccc(-n2ccc(OCc3ccc(Cl)cn3)cc2=O)cn1
C13H18N2O,0,2322,false negative,Alkane; Amine; Arene; Ether,Alkane; Amine; Arene,aligned_chunk_216.parquet,3162,428313,C13H18N2O,c1ccc(CN2CC3NCCOC3C2)cc1
C13H18N2O,0,4089,false negative,Alkane; Amine; Ether,Alkane; Amine,aligned_chunk_223.parquet,2884,453922,C13H18N2O,c1cncc(OCC[C@@H]2C[C@H]3C[C@H]3CN2)c1
C13H18N2O,1,15707,mixed error,Alkane; Amine; Arene; Ether,Amine; Arene; Haloalkane,aligned_chunk_54.parquet,1770,634360,C13H18N2O,COc1ccc2[nH]cc(CC(C)(C)N)c2c1
C13H18N2O,0,34701,correct,Alkane; Alkene; Amide,Alkane; Alkene; Amide,aligned_chunk_109.parquet,2235,41194,C13H18N2O,C=CC(=O)NC(C)CCCc1cccnc1
C13H18N2O,0,46421,false positive,Alkane; Amine; Arene; Ketone,Alkane; Amine; Arene; Ether; Ketone,aligned_chunk_222.parquet,2812,450609,C13H18N2O,CC(=O)c1cccc(N2CCN(C)CC2)c1
C13H18N2O,0,60704,correct,Alcohol; Alkane; Amine; Arene; Phenol,Alcohol; Alkane; Amine; Arene; Phenol,aligned_chunk_214.parquet,3216,421859,C13H18N2O,CN1CCC2CC1N(C)c1ccc(O)cc12
C13H18N2O,0,62716,false negative,Alkane; Alkene; Amine; Arene; Ether,Alkane; Alkene; Amine; Arene,aligned_chunk_115.parquet,99,61821,C13H18N2O,Nc1ccc(/C=C/CN2CCOCC2)cc1
C13H18N2O,0,64832,false positive,Alkane; Amine; Ketone,Alkane; Amine; Arene; Ether; Haloalkane; Ketone,aligned_chunk_105.parquet,1207,27162,C13H18N2O,Cc1ccc(C(=O)C2CCN(C)CC2)nc1
C13H18N2O,0,65590,correct,Alkane; Amide; Amine; Arene,Alkane; Amide; Amine; Arene,aligned_chunk_183.parquet,1636,306968,C13H18N2O,CCC1CCCN1C(=O)c1ccc(N)cc1
C13H18N2O,0,65640,correct,Alkane; Amide; Arene; Hydrazone,Alkane; Amide; Arene; Hydrazone,aligned_chunk_11.parquet,2557,44768,C13H18N2O,CC(CC(C)C)=NNC(=O)c1ccccc1
C13H18N2O,0,66672,correct,Alkane; Amide; Amine; Arene,Alkane; Amide; Amine; Arene,aligned_chunk_109.parquet,2290,41249,C13H18N2O,CN1C(=O)[C@H](N)CCC[C@@H]1c1ccccc1
C13H18N2O,0,69582,correct,Alkane; Amine; Arene; Ether; Nitrile,Alkane; Amine; Arene; Ether; Nitrile,aligned_chunk_122.parquet,1434,89095,C13H18N2O,CCC(CC)COc1cccc(N)c1C#N
C13H18N2O,0,71435,false positive,Alcohol; Alkane; Arene,Alcohol; Alkane; Alkene; Arene,aligned_chunk_47.parquet,2778,609427,C13H18N2O,CCC(O)(CC)c1ccc2nc(C)[nH]c2c1
C13H18N2O,0,74754,false positive,Alkane; Amide,Alkane; Amide; Haloalkane,aligned_chunk_190.parquet,1450,332739,C13H18N2O,O=C1CCCCC(CCc2ccccn2)N1
C13H17N5OS,1,11837,correct,Alkane; Amide; Amine; Sulfide,Alkane; Amide; Amine; Sulfide,aligned_chunk_164.parquet,448,237434,C13H17N5OS,NCC1CCN(c2ncnc3cc(C(N)=O)sc23)CC1
C25H23FN2O,1,30248,false negative,Alkane; Amide; Arene; Haloalkane; Nitrile,Alkane; Arene; Haloalkane; Nitrile,aligned_chunk_62.parquet,2867,664549,C25H23FN2O,CCC(=O)N(Cc1ccc(-c2c(C)cccc2C)cc1)c1cc(F)cc(C#N)c1
C19H17N3O4S,1,55087,false negative,Alcohol; Alkane; Amide; Amine; Arene; Carboxylic acid; Ether; Sulfide,Alcohol; Amide; Arene; Carboxylic acid,aligned_chunk_70.parquet,3127,693783,C19H17N3O4S,COc1cc(N(Cc2cncs2)c2ccc(C(=O)O)cc2)ccc1C(N)=O
C21H22N2O2,0,8466,mixed error,Alcohol; Alkane; Arene; Ketone; Phenol,Alcohol; Alkane; Arene; Ester; Ether; Phenol,aligned_chunk_179.parquet,2456,291595,C21H22N2O2,Cn1nc(C(=O)c2ccccc2)c(O)c1-c1ccc(C(C)(C)C)cc1
C21H22N2O2,0,15747,false positive,Alcohol; Alkane; Arene,Alcohol; Alkane; Arene; Haloalkane,aligned_chunk_19.parquet,1587,329614,C21H22N2O2,OCc1ccc(-c2noc(-c3ccc(C4CCCCC4)cc3)n2)cc1
C21H22N2O2,0,35597,false positive,Alkane; Arene; Ether,Alkane; Amide; Arene; Ether,aligned_chunk_168.parquet,3155,253205,C21H22N2O2,CCCCc1n[nH]c(=O)cc1-c1ccc(OCc2ccccc2)cc1
C21H22N2O2,0,51214,false negative,Alcohol; Alkane; Amine; Arene; Ether,Alcohol; Alkane; Arene; Ether,aligned_chunk_93.parquet,2372,774019,C21H22N2O2,Cc1cc(N2CC[C@@H](O)C2)c2ccc(OCc3ccccc3)cc2n1
C21H22N2O2,0,60958,correct,Alkane; Amine; Arene; Ester; Ether,Alkane; Amine; Arene; Ester; Ether,aligned_chunk_129.parquet,1746,112215,C21H22N2O2,Cc1nc2ccc(N)cc2c(-c2ccccc2)c1C(=O)OC(C)(C)C
C21H22N2O2,1,60988,mixed error,Alkane; Amide; Arene; Ether,Alkane; Alkene; Arene; Ester; Ether; Haloalkane,aligned_chunk_39.parquet,1908,579542,C21H22N2O2,CCN(CC)C(=O)c1cc(-c2ccc(OC)cc2)nc2ccccc12
C21H22N2O2,0,69032,false positive,Alkane; Amine; Arene; Ether,Alkane; Amine; Arene; Ether; Haloalkane,aligned_chunk_240.parquet,2265,514811,C21H22N2O2,COc1cc2c(cc1OC)CN1CCc3c([nH]c4ccccc34)[C@@H]1C2
C16H15ClO,0,61303,false negative,Alkane; Alkene; Arene; Ether; Haloalkane,Alkane; Alkene; Arene; Haloalkane,aligned_chunk_112.parquet,1679,53628,C16H15ClO,Clc1ccccc1/C=C/COCc1ccccc1
C16H15ClO,1,72198,mixed error,Acyl halide; Alkane; Arene; Haloalkane,Alkane; Arene; Ester; Ether; Haloalkane,aligned_chunk_244.parquet,764,526309,C16H15ClO,O=C(Cl)C(Cc1ccccc1)Cc1ccccc1
C12H23NO5,0,28141,correct,Alcohol; Alkane; Carbamate; Carboxylic acid; Ether,Alcohol; Alkane; Carbamate; Carboxylic acid; Ether,aligned_chunk_139.parquet,133,146121,C12H23NO5,CCO[C@@H](C)C[C@H](NC(=O)OC(C)(C)C)C(=O)O
C12H23NO5,1,52730,mixed error,Alcohol; Alkane; Carbamate; Ester; Ether,Alcohol; Alkane; Amide; Carbamate; Ether,aligned_chunk_128.parquet,472,107690,C12H23NO5,COC(=O)[C@H](CCCCO)NC(=O)OC(C)(C)C
C17H16N4OS,1,34983,mixed error,Alkane; Amine; Ether; Sulfide,Alkane; Amine; Arene; Haloalkane,aligned_chunk_1.parquet,8,3243,C17H16N4OS,Cc1ccnc(C)c1Oc1cc(Sc2ccccn2)cnc1N
C17H16N4OS,0,77590,mixed error,Alkane; Amine; Ether; Sulfide,Alkane; Amine; Ether; Haloalkane,aligned_chunk_202.parquet,1172,377676,C17H16N4OS,CCc1ncccc1Oc1cc(Sc2ccccn2)cnc1N
C16H13NO3,0,66,mixed error,Alkane; Alkene; Arene; Ether; Ketone,Alkane; Amine; Arene; Ether,aligned_chunk_177.parquet,771,283497,C16H13NO3,COc1ccc2c(c1)C(=O)C(=Cc1ccncc1)CO2
C16H13NO3,1,9411,mixed error,Alkane; Alkene; Arene; Ester; Ether; Nitrile,Alkane; Arene; Ether; Haloalkane,aligned_chunk_36.parquet,2505,570438,C16H13NO3,CCOC(=O)/C=C(\c1cccc(C#N)c1)c1ccco1
C16H13NO3,0,10056,false negative,Alcohol; Alkane; Arene; Carboxylic acid; Ether,Alcohol; Arene; Carboxylic acid,aligned_chunk_99.parquet,331,791468,C16H13NO3,Cc1ccc(Oc2ccc3[nH]c(C(=O)O)cc3c2)cc1
C16H13NO3,0,10922,false negative,Aldehyde; Alkane; Arene; Ether; Nitrile,Aldehyde; Alkane; Arene; Ether,aligned_chunk_139.parquet,3102,149090,C16H13NO3,COCOc1cc(C#N)ccc1-c1cccc(C=O)c1
C16H13NO3,0,23040,false negative,Alkane; Arene; Ketone,Alkane,aligned_chunk_203.parquet,3008,382755,C16H13NO3,CC(C)C(=O)c1ccc2oc3ncccc3c(=O)c2c1
C16H13NO3,0,31426,false positive,Alkane; Amide; Arene; Ether; Ketone,Alkane; Amide; Arene; Ether; Haloalkane; Ketone,aligned_chunk_150.parquet,2726,190921,C16H13NO3,COc1ccc(CN2C(=O)C(=O)c3ccccc32)cc1
C16H13NO3,0,34405,correct,Alkane; Arene; Ester; Ether,Alkane; Arene; Ester; Ether,aligned_chunk_118.parquet,1555,72940,C16H13NO3,COC(=O)Cc1ccc(-c2nc3ccccc3o2)cc1
C16H13NO3,0,36014,correct,Alcohol; Alkane; Arene; Ester; Ether; Phenol,Alcohol; Alkane; Arene; Ester; Ether; Phenol,aligned_chunk_201.parquet,703,373999,C16H13NO3,COC(=O)c1c(O)c2ccccc2n1-c1ccccc1
C16H13NO3,0,38183,correct,Alkane; Arene; Ester; Ether,Alkane; Arene; Ester; Ether,aligned_chunk_144.parquet,142,165549,C16H13NO3,COC(=O)c1ccc(-c2ccc3oc(C)nc3c2)cc1
C16H13NO3,0,38707,false negative,Alkane; Arene; Ether,Alkane; Arene,aligned_chunk_118.parquet,1255,72640,C16H13NO3,COc1ccc2c(C)c(-c3ccncc3)c(=O)oc2c1
C16H13NO3,0,39754,false positive,Alkane; Arene; Ester; Ether,Alkane; Arene; Ester; Ether; Haloalkane; Sulfide,aligned_chunk_49.parquet,909,613984,C16H13NO3,COC(=O)c1cccc(-c2nc3ccc(C)cc3o2)c1
C16H13NO3,0,51209,mixed error,Alcohol; Alkane; Arene; Ether,Alcohol; Alkane; Alkyne; Arene; Haloalkane,aligned_chunk_201.parquet,759,374055,C16H13NO3,CC1(O)ON=C2c3ccccc3Oc3ccccc3C21
C16H13NO3,0,60624,mixed error,Alkane; Alkene; Arene; Ether; Ketone,Alkane; Arene; Haloalkane,aligned_chunk_25.parquet,478,529224,C16H13NO3,COc1ccc2c(c1)C(=O)C(=Cc1cccnc1)CO2
C16H13NO3,0,65656,false negative,Alkane; Amide; Arene; Ether; Ketone,Alkane; Amide; Arene,aligned_chunk_5.parquet,536,616889,C16H13NO3,NC(=O)c1ccc(Oc2ccc3c(c2)CCC3=O)cc1
C16H13NO3,0,67454,false negative,Alcohol; Alkane; Amide; Arene; Imide,Alcohol; Amide; Arene; Imide,aligned_chunk_8.parquet,2270,725205,C16H13NO3,O=C1c2ccccc2C(=O)N1[C@@H](CO)c1ccccc1
C16H13NO3,0,68308,false positive,Alkane; Arene; Ester; Ether; Isocyanate,Alkane; Arene; Ester; Ether; Haloalkane; Isocyanate,aligned_chunk_84.parquet,1026,740187,C16H13NO3,O=C=NCc1ccc(C(=O)OCc2ccccc2)cc1
C15H21NO4,0,3351,correct,Alcohol; Alkane; Arene; Carbamate; Carboxylic acid; Ether,Alcohol; Alkane; Arene; Carbamate; Carboxylic acid; Ether,aligned_chunk_62.parquet,1387,663069,C15H21NO4,CC(C)(C)OC(=O)NC(C)(Cc1ccccc1)C(=O)O
C15H21NO4,1,5180,mixed error,Alkane; Ester; Ether,Alkane; Amide; Ether; Haloalkane,aligned_chunk_134.parquet,2224,132052,C15H21NO4,CCCCC(=O)Oc1ccnc(OC(=O)CCCC)c1
C15H21NO4,0,6170,false positive,Alcohol; Alkane; Amide; Arene; Carboxylic acid; Ether,Alcohol; Alkane; Amide; Arene; Carbamate; Carboxylic acid; Ether,aligned_chunk_177.parquet,1685,284411,C15H21NO4,O=C(O)CCCCCNC(=O)COCc1ccccc1
C15H21NO4,0,7132,false negative,Alcohol; Alkane; Amine; Arene; Carboxylic acid; Ester; Ether,Alcohol; Alkane; Amine; Arene; Carboxylic acid,aligned_chunk_50.parquet,2905,622550,C15H21NO4,CC(C)(C)OC(=O)CC(c1ccccc1)[C@@H](N)C(=O)O
C15H21NO4,0,7811,false positive,Alkane; Arene; Carbamate; Ester; Ether,Alkane; Arene; Carbamate; Ester; Ether; Haloalkane,aligned_chunk_69.parquet,2554,686781,C15H21NO4,COC(=O)c1cc(C)cc(C)c1NC(=O)OC(C)(C)C
C15H21NO4,0,11182,correct,Alcohol; Aldehyde; Alkane; Arene; Carbamate; Ether,Alcohol; Aldehyde; Alkane; Arene; Carbamate; Ether,aligned_chunk_103.parquet,1869,21305,C15H21NO4,CN(CC(O)c1ccc(C=O)cc1)C(=O)OC(C)(C)C
C15H21NO4,0,11954,false negative,Alkane; Arene; Ester; Ether,Alkane; Ester; Ether,aligned_chunk_193.parquet,2348,343373,C15H21NO4,CCOC(=O)CC(=Nc1cccc(OC)c1C)OCC
C15H21NO4,0,15150,correct,Alcohol; Alkane; Arene; Carbamate; Carboxylic acid; Ether,Alcohol; Alkane; Arene; Carbamate; Carboxylic acid; Ether,aligned_chunk_209.parquet,1317,400478,C15H21NO4,CC(C)(C)OC(=O)N[C@H](CCc1ccccc1)C(=O)O
C15H21NO4,0,21261,correct,Alkane; Arene; Carbamate; Ether; Ketone,Alkane; Arene; Carbamate; Ether; Ketone,aligned_chunk_73.parquet,2095,702449,C15H21NO4,COc1cccc(C(=O)[C@H](C)NC(=O)OC(C)(C)C)c1
C15H21NO4,0,22755,correct,Alkane; Amine; Arene; Ester; Ether,Alkane; Amine; Arene; Ester; Ether,aligned_chunk_158.parquet,2706,216833,C15H21NO4,CCOC(=O)c1ccccc1CCC(N)C(=O)OCC
C15H21NO4,0,36842,correct,Alcohol; Alkane; Amide; Arene; Ester; Ether,Alcohol; Alkane; Amide; Arene; Ester; Ether,aligned_chunk_135.parquet,1843,134903,C15H21NO4,C[C@@H](NC(=O)CC(C)(C)O)C(=O)OCc1ccccc1
C15H21NO4,0,40431,false positive,Alkane; Arene; Carbamate; Ester; Ether,Alkane; Amide; Arene; Carbamate; Ester; Ether,aligned_chunk_16.parquet,1755,222403,C15H21NO4,COC(=O)C(C)(C)[C@@H](C)NC(=O)OCc1ccccc1
C15H21NO4,0,41068,false positive,Alcohol; Aldehyde; Alkane; Amide; Arene; Ether; Phenol,Alcohol; Aldehyde; Alkane; Alkene; Amide; Arene; Ether; Phenol,aligned_chunk_121.parquet,2932,87317,C15H21NO4,CC(C)NC(=O)CCCCOc1cccc(O)c1C=O
C15H21NO4,0,43676,false negative,Alcohol; Alkane; Arene; Ether; Ketone; Phenol,Alcohol; Alkane; Arene; Ether; Phenol,aligned_chunk_197.parquet,220,354157,C15H21NO4,CCCc1c(OCC(=N)OCC)ccc(C(C)=O)c1O
C15H21NO4,0,47499,false positive,Alkane; Alkyne; Amine; Arene; Ether,Alkane; Alkyne; Amine; Arene; Ether; Haloalkane,aligned_chunk_215.parquet,1376,423257,C15H21NO4,C#Cc1cc(N)cc(OCCOCCOCCOC)c1
C15H21NO4,0,55217,correct,Alkane; Arene; Carbamate; Ether; Ketone,Alkane; Arene; Carbamate; Ether; Ketone,aligned_chunk_57.parquet,3181,645430,C15H21NO4,CC(=O)c1ccc(OCCNC(=O)OC(C)(C)C)cc1
C15H21NO4,0,59573,correct,Alcohol; Alkane; Arene; Carbamate; Carboxylic acid; Ether,Alcohol; Alkane; Arene; Carbamate; Carboxylic acid; Ether,aligned_chunk_232.parquet,27,483519,C15H21NO4,Cc1ccc(C[C@H](NC(=O)OC(C)(C)C)C(=O)O)cc1
